m1,m2,m3
0.620145,-0.438509,0.438509,
0.521393,-0.36868,0.36868,
0.381213,-0.269559,0.269559,
0.347641,-0.245819,0.245819,
0.311798,-0.220474,0.220474,
0.273397,-0.193321,0.193321,
0.231095,-0.163409,0.163409,
0.207092,-0.146436,0.146436,
0.209749,-0.148315,0.148315,
0.243205,-0.171972,0.171972,
0.315902,-0.223377,0.223377,
0.370288,-0.261833,0.261833,
0.369007,-0.260927,0.260927,
0.305691,-0.216156,0.216156,
0.331954,-0.234727,0.234727,
0.405075,-0.286431,0.286431,
0.478435,-0.338305,0.338305,
0.831874,-0.588224,0.588224,
3.04915,-2.05835,2.24955,
5.08365,-3.0633,4.05705,
6.63569,-3.83439,5.41571,
7.19956,-4.09687,5.92025,
7.54756,-4.24844,6.2383,
7.70119,-4.3141,6.3794,
8.08682,-4.50915,6.71299,
8.01599,-4.46846,6.655,
7.08592,-3.9552,5.87934,
6.89778,-3.85435,5.72043,
5.94414,-3.34923,4.91075,
5.9971,-3.3955,4.94326,
5.46582,-3.13026,4.4807,
4.53699,-2.66104,3.67466,
3.82392,-2.29873,3.05584,
4.63653,-2.71242,3.76035,
5.39351,-3.09921,4.41417,
5.61052,-3.21362,4.59897,
4.77808,-2.78539,3.88222,
2.09123,-1.39818,1.5551,
2.69844,-1.69188,2.10217,
3.38167,-2.03003,2.70456,
4.02923,-2.35199,3.27152,
4.73952,-2.7211,3.88055,
5.71656,-3.24427,4.70678,
6.57645,-3.68504,5.44703,
7.63039,-4.24293,6.34195,
6.73213,-3.80301,5.55507,
7.42758,-4.20375,6.12351,
9.35111,-5.22262,7.75678,
10.7232,-5.93771,8.92915,
10.927,-6.07036,9.08566,
10.5505,-5.86892,8.76743,
10.7442,-5.98455,8.92315,
9.52277,-5.31756,7.89979,
9.51503,-5.34318,7.87313,
9.99404,-5.60026,8.27755,
10.9195,-6.07123,9.07606,
10.5304,-5.85832,8.75045,
9.78028,-5.46056,8.11395,
9.44431,-5.27377,7.83469,
9.72899,-5.41712,8.08134,
9.29567,-5.20243,7.70352,
7.27999,-4.21832,5.9333,
8.98157,-5.10681,7.38844,
9.84522,-5.54004,8.13858,
9.64591,-5.42724,7.97425,
9.56015,-5.38641,7.8983,
10.8978,-6.11165,9.02276,
12.4787,-6.92236,10.3827,
13.5562,-7.4793,11.3062,
13.0137,-7.19075,10.8466,
12.7221,-7.03567,10.5995,
12.707,-7.02186,10.5906,
12.8693,-7.1011,10.7328,
13.6928,-7.5258,11.4392,
12.8577,-7.05331,10.7505,
11.1298,-6.16995,9.26299,
8.87241,-4.99298,7.33415,
7.69183,-4.37456,6.32673,
6.69407,-3.85282,5.47416,
5.40923,-3.18595,4.37144,
4.13178,-2.53101,3.26582,
2.74615,-1.79443,2.07879,
2.46748,-1.63497,1.84806,
2.01761,-1.3801,1.47176,
1.0805,-0.764032,0.764032,
0.556556,-0.393545,0.393545,
0.821306,-0.580751,0.580751,
1.01062,-0.714619,0.714619,
2.44343,-1.65768,1.79511,
1.97906,-1.3541,1.44329,
2.65664,-1.67951,2.05839,
4.05479,-2.38759,3.27731,
4.76668,-2.74199,3.89907,
5.15435,-2.94008,4.23359,
5.35919,-3.04765,4.40826,
5.33597,-3.03619,4.38795,
4.37785,-2.5454,3.56181,
2.92104,-1.78721,2.31049,
2.38065,-1.50311,1.84612,
1.62843,-1.09208,1.20795,
0.784223,-0.554529,0.554529,
0.409293,-0.289414,0.289414,
0.275666,-0.194925,0.194925,
0.246593,-0.174368,0.174368,
0.243292,-0.172033,0.172033,
0.374091,-0.264522,0.264522,
0.623865,-0.441139,0.441139,
0.683113,-0.483034,0.483034,
0.535476,-0.378639,0.378639,
0.391778,-0.277029,0.277029,
0.5131,-0.362816,0.362816,
0.520452,-0.368015,0.368015,
0.502207,-0.355114,0.355114,
0.452958,-0.320289,0.320289,
0.495921,-0.350669,0.350669,
0.518422,-0.36658,0.36658,
0.533593,-0.377307,0.377307,
0.564611,-0.39924,0.39924,
0.738545,-0.52223,0.52223,
1.88023,-1.20604,1.44248,
5.90181,-3.3273,4.87446,
8.06407,-4.49884,6.69251,
7.2167,-4.07166,5.95838,
5.96966,-3.4562,4.8674,
5.19748,-3.0335,4.22039,
5.79782,-3.34466,4.73581,
5.17567,-3.01514,4.20672,
4.53422,-2.67657,3.65994,
4.85427,-2.83668,3.93918,
5.84965,-3.33876,4.80324,
6.01188,-3.41509,4.94772,
5.29968,-3.04948,4.33443,
5.49866,-3.16283,4.49798,
4.30014,-2.58451,3.43679,
5.90681,-3.41837,4.81717,
8.29355,-4.64769,6.86891,
9.74058,-5.40236,8.10515,
9.9286,-5.51905,8.25332,
11.8394,-6.55615,9.85844,
13.2648,-7.29067,11.0815,
13.9242,-7.63347,11.6453,
15.8578,-8.63824,13.2985,
17.5144,-9.50521,14.7108,
17.792,-9.65963,14.9414,
18.6394,-10.1135,15.6571,
18.3929,-10.0023,15.4354,
15.3109,-8.37196,12.8193,
13.3353,-7.35302,11.1249,
10.5744,-5.87732,8.79063,
8.61846,-4.84297,7.12906,
7.37407,-4.17832,6.07606,
6.63894,-3.7899,5.45089,
6.09928,-3.52351,4.97856,
4.61646,-2.74266,3.71343,
3.80118,-2.31836,3.01234,
3.08473,-1.93741,2.40041,
3.27641,-2.02143,2.5785,
3.83962,-2.33521,3.04787,
6.35761,-3.62755,5.22112,
8.41935,-4.68224,6.99729,
8.98627,-4.98173,7.47901,
10.5337,-5.80042,8.79289,
10.8768,-6.01809,9.06022,
12.1243,-6.6678,10.1261,
12.853,-7.05626,10.7428,
13.4316,-7.36498,11.2324,
14.5606,-7.9554,12.1952,
14.2309,-7.78657,11.9117,
14.6211,-7.99951,12.2386,
15.2549,-8.34334,12.7711,
13.4539,-7.38035,11.2489,
11.2129,-6.22552,9.32589,
8.16634,-4.58991,6.75439,
6.65665,-3.80993,5.45851,
3.85432,-2.35712,3.04955,
1.36295,-0.957267,0.970193,
0.513598,-0.363169,0.363169,
0.442875,-0.31316,0.31316,
0.434296,-0.307094,0.307094,
0.446516,-0.315735,0.315735,
0.474344,-0.335412,0.335412,
0.504039,-0.356409,0.356409,
0.697138,-0.492951,0.492951,
0.792337,-0.560267,0.560267,
2.25074,-1.45889,1.7139,
4.51737,-2.5937,3.69856,
7.00495,-3.89853,5.81986,
7.2895,-4.04009,6.06749,
7.52999,-4.16937,6.27034,
8.13963,-4.49352,6.78689,
8.90169,-4.89564,7.43457,
8.75645,-4.82294,7.30854,
8.44288,-4.66357,7.03799,
8.16493,-4.52425,6.79685,
7.32396,-4.06574,6.09181,
6.1837,-3.47959,5.11181,
4.1125,-2.37516,3.35728,
2.23554,-1.41626,1.7297,
0.593151,-0.419421,0.419421,
0.457663,-0.323617,0.323617,
0.425065,-0.300567,0.300567,
0.38671,-0.273446,0.273446,
0.39926,-0.28232,0.28232,
0.401796,-0.284113,0.284113,
0.353972,-0.250296,0.250296,
0.302416,-0.21384,0.21384,
0.353635,-0.250058,0.250058,
0.425262,-0.300706,0.300706,
0.440398,-0.311408,0.311408,
0.453645,-0.320775,0.320775,
0.609979,-0.43132,0.43132,
0.700113,-0.495055,0.495055,
0.774647,-0.547758,0.547758,
1.51951,-0.962387,1.17589,
1.89859,-1.14954,1.51103,
1.89418,-1.14622,1.50801,
1.78686,-1.08991,1.41597,
1.57094,-0.983165,1.22525,
1.44084,-0.925272,1.10448,
1.22791,-0.835672,0.89968,
0.611582,-0.432454,0.432454,
0.417877,-0.295484,0.295484,
0.404942,-0.286337,0.286337,
0.390858,-0.276378,0.276378,
0.353187,-0.249741,0.249741,
0.283937,-0.200774,0.200774,
0.252856,-0.178796,0.178796,
0.254973,-0.180293,0.180293,
0.212153,-0.150015,0.150015,
0.11377,-0.0804479,0.0804479,
0.171782,-0.121468,0.121468,
0.219196,-0.154995,0.154995,
0.231677,-0.16382,0.16382,
0.228123,-0.161307,0.161307,
0.317783,-0.224707,0.224707,
0.406216,-0.287238,0.287238,
0.503386,-0.355948,0.355948,
0.471847,-0.333646,0.333646,
0.475452,-0.336195,0.336195,
0.50429,-0.356587,0.356587,
0.519361,-0.367244,0.367244,
0.539056,-0.38117,0.38117,
0.362197,-0.256112,0.256112,
0.28426,-0.201002,0.201002,
0.246422,-0.174247,0.174247,
0.248148,-0.175467,0.175467,
0.218491,-0.154496,0.154496,
0.155539,-0.109983,0.109983,
0.106678,-0.075433,0.075433,
0.0795686,-0.0562635,0.0562635,
0.0858042,-0.0606727,0.0606727,
0.150126,-0.106155,0.106155,
0.159992,-0.113131,0.113131,
0.139516,-0.098653,0.098653,
0.23107,-0.163391,0.163391,
0.436794,-0.30886,0.30886,
0.698775,-0.494109,0.494109,
0.823858,-0.582555,0.582555,
0.905466,-0.640261,0.640261,
3.02362,-1.88921,2.36076,
5.05278,-2.89014,4.1446,
5.87778,-3.30804,4.85851,
7.62987,-4.22388,6.35404,
9.05337,-4.98194,7.55935,
9.9192,-5.44976,8.28798,
10.2541,-5.64548,8.56013,
9.44471,-5.24936,7.85155,
8.73678,-4.90027,7.23317,
7.30678,-4.17284,5.99803,
6.14938,-3.57951,5.0002,
5.22658,-3.1026,4.20607,
4.49287,-2.71243,3.5817,
4.3925,-2.65217,3.50144,
2.9822,-1.89613,2.30178,
2.68642,-1.7255,2.059,
2.76821,-1.75176,2.14344,
1.72383,-1.19666,1.2408,
1.1922,-0.843009,0.843009,
3.31978,-2.07442,2.59186,
4.90625,-2.86052,3.98607,
5.18023,-3.00076,4.22259,
4.76114,-2.78742,3.85989,
5.85846,-3.34856,4.80715,
6.81125,-3.83244,5.63076,
7.74368,-4.30264,6.43832,
8.47834,-4.68667,7.06523,
8.71692,-4.79991,7.27637,
9.17283,-5.03778,7.66562,
9.44114,-5.18713,7.88853,
9.13107,-5.03498,7.61745,
7.62838,-4.22676,6.35033,
6.8759,-3.83222,5.70894,
6.54923,-3.62343,5.45556,
6.25595,-3.49944,5.18564,
4.60761,-2.65877,3.76311,
3.92821,-2.31093,3.17655,
3.5479,-2.11883,2.84573,
2.85005,-1.75257,2.2475,
2.75698,-1.69741,2.1725,
1.97047,-1.2802,1.49794,
0.790047,-0.558647,0.558647,
0.510998,-0.36133,0.36133,
0.800981,-0.566379,0.566379,
2.21852,-1.4658,1.66531,
2.71774,-1.656,2.15494,
2.54988,-1.56354,2.01425,
4.30082,-2.48291,3.51173,
5.87385,-3.29027,4.86582,
7.85125,-4.31366,6.56007,
8.2805,-4.54265,6.92323,
8.36782,-4.6005,6.98969,
9.30041,-5.09317,7.78185,
9.71659,-5.32249,8.12915,
10.119,-5.55273,8.45939,
9.37875,-5.14994,7.83831,
8.91905,-4.92446,7.43634,
7.61075,-4.20105,6.34623,
7.18388,-4.00315,5.96514,
5.74484,-3.28358,4.71395,
4.16738,-2.47784,3.35072,
3.47197,-2.11526,2.75322,
3.46388,-2.10205,2.75316,
3.45854,-2.08972,2.75582,
3.33464,-2.01687,2.65557,
2.83487,-1.75518,2.22617,
1.25063,-0.88433,0.88433,
2.39633,-1.57243,1.80827,
3.57749,-2.15158,2.85817,
3.95648,-2.34165,3.18911,
5.00647,-2.88927,4.08863,
8.03618,-4.48086,6.67099,
8.7839,-4.85056,7.32318,
10.5949,-5.79123,8.87206,
12.3861,-6.72975,10.3983,
13.451,-7.29785,11.2992,
13.3367,-7.25473,11.1909,
14.1246,-7.6804,11.8539,
15.4371,-8.38261,12.9628,
14.4028,-7.82121,12.0942,
12.4942,-6.85106,10.4483,
9.40594,-5.20355,7.83549,
6.73829,-3.81439,5.55472,
5.47281,-3.15878,4.4692,
4.78223,-2.80992,3.86964,
3.45991,-2.11757,2.73621,
2.78201,-1.76477,2.15062,
2.59307,-1.67284,1.98132,
2.08908,-1.39687,1.55339,
2.32547,-1.50017,1.77688,
1.90453,-1.2798,1.41044,
3.0215,-1.87894,2.36623,
3.781,-2.25793,3.03277,
3.97054,-2.34656,3.20295,
5.26171,-3.0151,4.31217,
8.04771,-4.48689,6.68083,
9.14683,-5.05891,7.6205,
9.98155,-5.50033,8.32933,
10.7157,-5.8938,8.94926,
11.7653,-6.44761,9.84128,
12.4703,-6.82618,10.436,
12.8335,-7.03024,10.7366,
12.7902,-7.02378,10.689,
12.0133,-6.59916,10.0385,
10.7424,-5.95299,8.94206,
8.25189,-4.61673,6.83956,
5.79019,-3.35351,4.7202,
3.21234,-2.01823,2.49918,
1.42492,-1.00242,1.01269,
0.459895,-0.325195,0.325195,
0.392245,-0.277359,0.277359,
0.297842,-0.210606,0.210606,
0.320025,-0.226292,0.226292,
0.39384,-0.278487,0.278487,
0.44325,-0.313425,0.313425,
0.670999,-0.474468,0.474468,
0.721656,-0.510288,0.510288,
0.69908,-0.494324,0.494324,
0.8159,-0.576928,0.576928,
2.40875,-1.57034,1.8265,
3.98059,-2.32648,3.22995,
4.72932,-2.69631,3.88541,
5.02,-2.83868,4.14032,
5.16953,-2.91274,4.27083,
4.91731,-2.77679,4.05825,
6.5852,-3.63763,5.48931,
7.30107,-4.0094,6.10167,
7.03188,-3.8513,5.88344,
5.88778,-3.26106,4.90219,
3.29419,-1.90156,2.68994,
1.90878,-1.19211,1.49075,
0.697886,-0.492394,0.494564,
0.454959,-0.321705,0.321705,
0.402014,-0.284267,0.284267,
0.346952,-0.245332,0.245332,
0.312686,-0.221103,0.221103,
0.314221,-0.222188,0.222188,
0.338666,-0.239473,0.239473,
0.32867,-0.232405,0.232405,
0.383579,-0.271231,0.271231,
0.492101,-0.347968,0.347968,
0.626236,-0.442816,0.442816,
0.629883,-0.445395,0.445395,
0.799356,-0.56523,0.56523,
2.67272,-1.66101,2.09392,
4.05437,-2.31847,3.32605,
5.02622,-2.80823,4.16854,
5.40312,-2.99813,4.49499,
4.61765,-2.60288,3.81415,
4.78533,-2.69699,3.95292,
3.71163,-2.1463,3.02813,
2.26272,-1.37624,1.79607,
2.51492,-1.53421,1.99274,
1.92629,-1.2402,1.47394,
1.89034,-1.22325,1.4412,
1.74474,-1.16049,1.30284,
1.16195,-0.820995,0.822247,
0.684534,-0.484039,0.484039,
0.489059,-0.345817,0.345817,
0.44977,-0.318035,0.318035,
0.444884,-0.314581,0.314581,
0.449953,-0.318164,0.318164,
0.399002,-0.282137,0.282137,
0.638136,-0.45123,0.45123,
0.929504,-0.657259,0.657259,
1.05472,-0.745802,0.745802,
2.78424,-1.75292,2.16316,
4.06742,-2.35957,3.31306,
4.67366,-2.65589,3.84569,
5.43027,-3.03036,4.50608,
5.67017,-3.14554,4.71767,
7.85121,-4.26623,6.59096,
8.66078,-4.68496,7.28425,
7.64819,-4.17177,6.41024,
6.74341,-3.71187,5.62988,
6.04505,-3.35411,5.02918,
5.31526,-2.97983,4.40143,
4.06417,-2.34764,3.31754,
1.6941,-1.08975,1.29709,
0.593941,-0.41998,0.41998,
0.436757,-0.308833,0.308833,
0.327637,-0.231675,0.231675,
0.252835,-0.178781,0.178781,
0.213573,-0.151019,0.151019,
0.213323,-0.150842,0.150842,
0.210271,-0.148684,0.148684,
0.120401,-0.0851363,0.0851363,
0.265095,-0.187451,0.187451,
0.414072,-0.292793,0.292793,
0.500109,-0.35363,0.35363,
0.491258,-0.347372,0.347372,
0.528569,-0.373755,0.373755,
0.486577,-0.344062,0.344062,
0.437228,-0.309167,0.309167,
0.430227,-0.304217,0.304217,
0.48902,-0.345789,0.345789,
0.519396,-0.367268,0.367268,
0.46163,-0.326422,0.326422,
0.424981,-0.300507,0.300507,
0.324525,-0.229474,0.229474,
0.301526,-0.213211,0.213211,
0.253751,-0.179429,0.179429,
0.27971,-0.197785,0.197785,
0.36795,-0.26018,0.26018,
0.463379,-0.327659,0.327659,
0.513672,-0.363221,0.363221,
0.510948,-0.361295,0.361295,
0.524538,-0.370904,0.370904,
0.534781,-0.378147,0.378147,
0.518079,-0.366337,0.366337,
0.446958,-0.316047,0.316047,
0.556987,-0.393849,0.393849,
0.764744,-0.540756,0.540756,
1.65369,-1.11169,1.22426,
2.75878,-1.63828,2.21966,
5.91937,-3.28355,4.92517,
7.72331,-4.20267,6.47975,
8.60652,-4.65981,7.2359,
10.2962,-5.54551,8.67519,
11.3003,-6.08046,9.52499,
11.4315,-6.16248,9.62823,
11.4472,-6.1893,9.62965,
10.8913,-5.92832,9.13647,
10.3199,-5.62172,8.65423,
10.2949,-5.62943,8.61945,
8.71693,-4.77638,7.29186,
7.8161,-4.32589,6.50985,
6.6921,-3.75247,5.54104,
5.11023,-2.94929,4.17326,
3.78233,-2.25878,3.0338,
3.49563,-2.10643,2.78969,
3.30737,-2.00759,2.62836,
3.31192,-2.00224,2.63816,
3.98941,-2.34006,3.23103,
3.12789,-1.91875,2.47024,
5.01439,-2.90924,4.08416,
7.46697,-4.16332,6.19858,
9.2449,-5.0896,7.71778,
8.63211,-4.78259,7.18611,
9.35843,-5.17997,7.79411,
11.6164,-6.3487,9.72808,
12.7989,-6.95744,10.7427,
12.3142,-6.70457,10.3291,
12.4712,-6.78651,10.463,
14.2131,-7.685,11.9563,
15.4652,-8.33516,13.0268,
15.9666,-8.62493,13.4367,
14.6264,-7.91754,12.2982,
11.6396,-6.38705,9.73063,
8.78567,-4.86497,7.31575,
7.55546,-4.23604,6.25627,
4.98458,-2.9162,4.0425,
2.86864,-1.81968,2.21763,
1.51608,-1.05608,1.08775,
0.974473,-0.689057,0.689057,
0.695499,-0.491792,0.491792,
0.64659,-0.457208,0.457208,
0.566491,-0.40057,0.40057,
0.50844,-0.359521,0.359521,
0.832609,-0.588743,0.588743,
3.5802,-2.21464,2.81305,
4.57417,-2.63355,3.73998,
4.48194,-2.58487,3.66145,
5.78445,-3.27781,4.76612,
7.91462,-4.37509,6.59544,
9.44934,-5.17206,7.90821,
9.86544,-5.39952,8.25664,
9.61647,-5.27406,8.0412,
9.76289,-5.3537,8.16406,
9.90023,-5.42209,8.28345,
10.0186,-5.4903,8.38031,
10.3363,-5.63841,8.66303,
9.29287,-5.1073,7.76356,
6.78596,-3.76914,5.64295,
6.30633,-3.54128,5.21815,
4.90638,-2.82699,4.01008,
2.58747,-1.63606,2.00458,
1.46754,-1.03222,1.04317,
1.02916,-0.727729,0.727729,
0.847602,-0.599345,0.599345,
1.18015,-0.834492,0.834492,
0.808938,-0.572005,0.572005,
0.5453,-0.385585,0.385585,
0.989147,-0.699432,0.699432,
3.44435,-2.12607,2.70987,
4.85855,-2.80401,3.96774,
5.63698,-3.26154,4.59759,
8.1647,-4.6595,6.70458,
10.0408,-5.66958,8.28696,
11.1874,-6.28378,9.25588,
11.4858,-6.44497,9.50719,
11.8401,-6.63934,9.80343,
11.8243,-6.63603,9.78664,
11.2569,-6.33974,9.30188,
10.3567,-5.87502,8.52909,
8.39647,-4.81796,6.87663,
6.72123,-3.92786,5.45407,
5.0489,-3.00892,4.05435,
4.07304,-2.49121,3.22235,
2.97788,-1.90772,2.28657,
1.60688,-1.12226,1.15004,
1.19689,-0.846328,0.846328,
1.13691,-0.803919,0.803919,
0.96021,-0.678971,0.678971,
1.74119,-1.23121,1.23121,
1.69291,-1.19707,1.19707,
0.489086,-0.345836,0.345836,
0.681334,-0.481776,0.481776,
1.05663,-0.747147,0.747147,
1.59385,-1.12702,1.12702,
1.83046,-1.26986,1.31834,
2.8999,-1.80849,2.26689,
3.91551,-2.33606,3.1423,
4.96777,-2.9007,4.03295,
5.4499,-3.16059,4.43983,
5.86459,-3.38742,4.78735,
5.86588,-3.38634,4.7897,
6.00247,-3.44852,4.91298,
5.59402,-3.24333,4.55783,
4.74326,-2.77849,3.84428,
4.41021,-2.59457,3.56625,
3.11773,-1.9053,2.46781,
1.85601,-1.23901,1.38189,
0.582333,-0.411771,0.411771,
0.500047,-0.353587,0.353587,
0.607008,-0.429219,0.429219,
0.598186,-0.422981,0.422981,
1.09665,-0.775452,0.775452,
1.85459,-1.24789,1.37196,
0.841574,-0.595083,0.595083,
0.639709,-0.452342,0.452342,
0.912472,-0.645215,0.645215,
0.933109,-0.659808,0.659808,
1.4568,-1.03011,1.03011,
2.45237,-1.5809,1.87479,
3.69825,-2.20075,2.97216,
4.54832,-2.62627,3.71348,
5.80552,-3.26586,4.79982,
5.99986,-3.3694,4.96442,
6.25125,-3.50327,5.17738,
5.63666,-3.18345,4.65163,
5.15643,-2.93554,4.23927,
4.64703,-2.6755,3.79955,
3.67218,-2.16677,2.9648,
3.0895,-1.8596,2.46717,
1.32429,-0.878595,0.990871,
0.477321,-0.337517,0.337517,
0.378174,-0.267409,0.267409,
0.245316,-0.173465,0.173465,
0.173832,-0.122918,0.122918,
0.175027,-0.123763,0.123763,
0.163822,-0.11584,0.11584,
0.239369,-0.169259,0.169259,
0.33399,-0.236166,0.236166,
0.314774,-0.222579,0.222579,
0.415146,-0.293552,0.293552,
0.504984,-0.357078,0.357078,
0.602935,-0.426339,0.426339,
0.588836,-0.41637,0.41637,
0.63685,-0.450321,0.450321,
0.789894,-0.55854,0.55854,
1.66261,-1.17564,1.17564,
3.78496,-2.23676,3.05333,
5.6337,-3.19201,4.64216,
7.37387,-4.09067,6.13517,
8.57836,-4.72232,7.16156,
9.24793,-5.08348,7.72544,
9.66494,-5.28346,8.09297,
10.4171,-5.69538,8.72225,
9.95288,-5.4229,8.34577,
9.62197,-5.28276,8.04206,
8.51774,-4.73802,7.07836,
7.06996,-4.0066,5.82507,
7.20667,-4.0781,5.94182,
7.75201,-4.35292,6.4145,
8.36057,-4.67013,6.93463,
8.76388,-4.87755,7.28114,
7.99569,-4.49373,6.61343,
6.39624,-3.7356,5.19203,
8.98213,-5.06733,7.41625,
12.2039,-6.71916,10.1877,
13.6679,-7.47666,11.4416,
13.0851,-7.18969,10.933,
14.1628,-7.78792,11.8294,
14.9788,-8.20262,12.5332,
17.1475,-9.32558,14.3899,
18.3094,-9.92797,15.3841,
18.2913,-9.92834,15.3623,
18.6898,-10.1439,15.6975,
18.46,-10.0198,15.504,
18.8598,-10.2394,15.8381,
18.4535,-9.99976,15.5093,
16.8989,-9.20659,14.1708,
14.3768,-7.86979,12.0316,
12.68,-6.98898,10.58,
11.3299,-6.27572,9.43302,
9.87894,-5.51863,8.19379,
9.00361,-5.08939,7.42719,
8.53628,-4.82464,7.04208,
8.40857,-4.75621,6.93416,
8.1136,-4.59913,6.6842,
7.12447,-4.08095,5.83986,
5.59911,-3.35859,4.47994,
7.1778,-4.16676,5.84457,
8.71357,-4.94968,7.17126,
9.02071,-5.10105,7.43992,
9.21934,-5.21077,7.60553,
10.4682,-5.888,8.65534,
11.109,-6.20281,9.21601,
12.0355,-6.67472,10.015,
12.7491,-7.04336,10.6269,
13.1891,-7.27135,11.0036,
13.0763,-7.20873,10.9098,
13.6613,-7.5197,11.4055,
13.352,-7.3649,11.137,
11.5839,-6.41181,9.64761,
11.1772,-6.20909,9.29393,
9.44271,-5.2648,7.83879,
6.31986,-3.66399,5.14935,
3.07266,-1.98275,2.34732,
1.14887,-0.812374,0.812374,
0.520572,-0.3681,0.3681,
0.491712,-0.347693,0.347693,
0.484951,-0.342912,0.342912,
0.447255,-0.316257,0.316257,
0.398113,-0.281509,0.281509,
0.324739,-0.229625,0.229625,
0.365056,-0.258134,0.258134,
0.43968,-0.310901,0.310901,
0.430452,-0.304376,0.304376,
0.369495,-0.261272,0.261272,
0.425921,-0.301171,0.301171,
0.430368,-0.304316,0.304316,
0.61085,-0.431936,0.431936,
0.639025,-0.451859,0.451859,
3.53291,-2.21185,2.75484,
7.0905,-3.99249,5.85962,
9.27431,-5.17794,7.69427,
12.5313,-6.91601,10.45,
12.5062,-6.85831,10.4579,
12.4829,-6.85677,10.431,
11.0655,-6.08583,9.24169,
10.4337,-5.77286,8.69115,
10.2381,-5.6849,8.51475,
10.9052,-6.03784,9.08113,
11.0288,-6.12597,9.17099,
11.3153,-6.26483,9.42273,
11.9969,-6.61531,10.0081,
12.3129,-6.78557,10.2745,
10.776,-6,8.95116,
8.4855,-4.89223,6.93324,
9.88023,-5.60807,8.13441,
11.6626,-6.51661,9.67211,
12.966,-7.19318,10.7877,
13.5072,-7.47846,11.248,
16.039,-8.83213,13.3881,
17.3293,-9.49704,14.4952,
17.7894,-9.73932,14.8865,
18.2808,-9.99337,15.3075,
18.6898,-10.2009,15.6604,
17.6664,-9.66514,14.788,
18.9065,-10.3194,15.8419,
20.4941,-11.1515,17.1945,
19.0564,-10.3599,15.9944,
16.8211,-9.21254,14.0741,
13.9803,-7.71407,11.6595,
11.8148,-6.58684,9.80831,
9.87979,-5.55682,8.16896,
9.0222,-5.09934,7.4429,
8.18649,-4.6781,6.71819,
7.54941,-4.31451,6.19505,
6.59013,-3.80494,5.38073,
5.94983,-3.45509,4.84385,
5.60218,-3.26637,4.5514,
5.14237,-3.09043,4.11014,
7.07818,-4.06763,5.79267,
8.2249,-4.64682,6.78646,
8.52257,-4.7946,7.04599,
8.7471,-4.91486,7.23574,
10.3333,-5.76283,8.57708,
12.3238,-6.78205,10.2898,
13.4801,-7.38985,11.274,
14.0992,-7.7116,11.8034,
14.5804,-7.95904,12.2164,
15.1872,-8.27503,12.7348,
14.7116,-8.03839,12.3213,
13.2782,-7.29777,11.0929,
12.4209,-6.82078,10.3805,
10.9397,-6.06575,9.10406,
8.87312,-4.9962,7.33283,
6.43194,-3.7278,5.2415,
4.29301,-2.60216,3.41449,
2.84987,-1.83324,2.18197,
2.11563,-1.44774,1.54271,
2.31509,-1.53271,1.73506,
2.25432,-1.48255,1.69824,
1.76953,-1.21269,1.28865,
0.75092,-0.53098,0.53098,
0.617846,-0.436883,0.436883,
0.840725,-0.594483,0.594483,
0.961306,-0.679746,0.679746,
1.77266,-1.25346,1.25346,
3.27874,-2.20116,2.43002,
5.41076,-3.274,4.30781,
6.4241,-3.77746,5.19613,
7.21831,-4.17317,5.88971,
7.05154,-4.07236,5.75674,
6.83831,-3.94764,5.58378,
6.5213,-3.76931,5.32163,
6.43653,-3.71957,5.25297,
5.62927,-3.29523,4.56401,
4.77382,-2.85076,3.82917,
4.56926,-2.74165,3.65534,
3.59029,-2.23482,2.80993,
2.53776,-1.68432,1.89823,
1.55778,-1.10151,1.10151,
1.02993,-0.728268,0.728268,
0.875605,-0.619146,0.619146,
0.771978,-0.545871,0.545871,
0.702347,-0.496634,0.496634,
0.691643,-0.489065,0.489065,
0.671378,-0.474736,0.474736,
0.597886,-0.422769,0.422769,
0.715832,-0.506169,0.506169,
0.846481,-0.598553,0.598553,
0.948655,-0.6708,0.6708,
0.991202,-0.700886,0.700886,
3.12049,-2.03884,2.36232,
4.87328,-2.86261,3.9439,
6.00991,-3.41568,4.9449,
6.78018,-3.80592,5.61123,
7.74145,-4.30238,6.4358,
9.53265,-5.23092,7.96925,
11.2364,-6.12438,9.4207,
11.2299,-6.1388,9.40349,
9.44974,-5.20079,7.88982,
8.73173,-4.84058,7.26719,
8.02166,-4.42749,6.68912,
6.99747,-3.90975,5.80331,
5.54368,-3.17465,4.54466,
4.61825,-2.703,3.7446,
4.20578,-2.4883,3.39071,
4.80648,-2.79348,3.91135,
5.24152,-3.01344,4.28867,
5.7158,-3.2542,4.699,
5.46597,-3.1275,4.48281,
4.33519,-2.60999,3.46148,
6.04366,-3.49529,4.9304,
8.50437,-4.7589,7.04821,
11.0184,-6.06931,9.19609,
12.5842,-6.90226,10.5224,
15.0692,-8.24834,12.6113,
16.7167,-9.11779,14.0112,
17.7491,-9.66294,14.8882,
18.4105,-10.015,15.4482,
19.2971,-10.4868,16.1989,
19.8171,-10.7683,16.6362,
19.9039,-10.8202,16.7059,
20.6267,-11.2037,17.3187,
19.4989,-10.5733,16.3833,
18.5459,-10.0984,15.5555,
17.4146,-9.49275,14.5999,
15.5916,-8.55572,13.0345,
13.8916,-7.66668,11.5844,
12.7835,-7.09729,10.6323,
