m1,m2,m3,m4,m5,m6,m7
0.199069,0.122012,0.0770564,0.0411775,-0.035879,-0.035879,0.035879,
0.272496,0.167173,0.105324,0.0562829,-0.0490407,-0.0490407,0.0490407,
0.14922,0.0906365,0.0585832,0.0313058,-0.0272775,-0.0272775,0.0272775,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.100296,0.0601709,0.040125,0.021442,-0.018683,-0.018683,0.018683,
0.155096,0.0954364,0.0596597,0.031881,-0.0277787,-0.0277787,0.0277787,
0.0644672,0.0392612,0.0252061,0.0134696,-0.0117364,-0.0117364,0.0117364,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.170708,0.103065,0.0676432,0.0361472,-0.031496,-0.031496,0.031496,
0.48821,0.302096,0.186114,0.0994556,-0.0866582,-0.0866582,0.0866582,
0.880517,0.424085,0.456432,0.232704,-0.0270704,-0.223728,0.223728,
1.79918,0.631706,1.16748,0.581577,0.19538,-0.227892,0.585899,
2.95342,0.773837,2.17958,1.07406,0.600875,-0.474807,1.10552,
5.29159,0.962484,4.3291,2.11495,1.52589,-1.27081,2.21416,
11.7168,3.69598,8.02086,3.6016,1.23159,-2.45975,3.58604,
14.2304,5.54633,8.68408,3.81096,1.03824,-2.65086,3.77229,
13.5339,5.33419,8.19967,3.59977,0.95861,-2.50547,3.56172,
16.2087,6.57499,9.63369,4.19334,0.99912,-2.97405,4.13877,
12.3731,4.73472,7.63843,3.40398,0.948396,-2.39288,3.36946,
4.42096,1.06331,3.35765,1.64354,0.815491,-1.07205,1.66433,
1.86368,0.562833,1.30084,0.647033,0.294318,-0.389205,0.653811,
0.855016,0.441137,0.413879,0.209403,-0.072329,-0.100389,0.204476,
0.59985,0.358702,0.241148,0.127653,-0.103752,-0.103752,0.113495,
0.364578,0.218796,0.145782,0.0779031,-0.0678789,-0.0678789,0.0678789,
0.205289,0.120149,0.0851398,0.0454971,-0.0396427,-0.0396427,0.0396427,
0.0611376,0.0323413,0.0287962,0.0153882,-0.0134081,-0.0134081,0.0134081,
0.00367502,0,0.00367502,0.00196386,-0.00171116,-0.00171116,0.00171116,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.102008,0.0614011,0.0406072,0.0216997,-0.0189075,-0.0189075,0.0189075,
0.198677,0.120267,0.0784106,0.0419011,-0.0365095,-0.0365095,0.0365095,
0.194446,0.117573,0.0768735,0.0410797,-0.0357938,-0.0357938,0.0357938,
0.402504,0.246862,0.155642,0.083172,-0.0724699,-0.0724699,0.0724699,
0.579171,0.356313,0.222859,0.119091,-0.103767,-0.103767,0.103767,
1.06424,0.472537,0.591701,0.296309,0.00210981,-0.0833504,0.295391,
1.67334,0.604071,1.06927,0.532331,0.157491,-0.112853,0.536937,
2.47494,0.649959,1.82498,0.900231,0.497041,-0.426507,0.924748,
2.0029,0.589904,1.41299,0.700014,0.332389,-0.320852,0.712978,
0.926356,0.464422,0.461934,0.232207,-0.0601068,-0.0601068,0.229727,
0.515687,0.310847,0.20484,0.108785,-0.090677,-0.090677,0.0960544,
0.27332,0.162569,0.110751,0.0591831,-0.0515677,-0.0515677,0.0515677,
0.148857,0.085541,0.0633163,0.033835,-0.0294813,-0.0294813,0.0294813,
0.00850777,0.00352621,0.00498155,0.00266205,-0.00231951,-0.00231951,0.00231951,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.442553,0.273763,0.168791,0.0901985,-0.0785922,-0.0785922,0.0785922,
0.557296,0.347066,0.210231,0.112343,-0.0978874,-0.0978874,0.0978874,
0.927068,0.503262,0.423806,0.214956,-0.0902386,-0.090601,0.20885,
2.03377,0.680286,1.35348,0.671957,0.258723,-0.196761,0.681526,
4.03317,0.8299,3.20327,1.56897,1.06384,-0.882195,1.6343,
7.4343,2.05024,5.38406,2.47841,1.17916,-1.5849,2.50554,
8.98471,3.01688,5.96783,2.69657,0.991007,-1.78907,2.69355,
9.11361,3.16934,5.94427,2.68594,0.926207,-1.80172,2.67671,
6.84503,2.13278,4.71225,2.19495,0.862793,-1.44851,2.19799,
3.18266,0.686359,2.4963,1.23095,0.735667,-0.744004,1.26535,
2.18029,0.632559,1.54773,0.766686,0.37401,-0.37771,0.781046,
1.94029,0.614714,1.32557,0.658841,0.276613,-0.315783,0.666731,
1.44871,0.552462,0.896243,0.447758,0.102494,-0.153965,0.448485,
0.810232,0.43405,0.376182,0.190881,-0.0813456,-0.0813456,0.185302,
0.460517,0.281797,0.17872,0.0955044,-0.0832153,-0.0832153,0.0832153,
0.35506,0.216916,0.138144,0.0738217,-0.0643226,-0.0643226,0.0643226,
0.401957,0.246576,0.155381,0.0830325,-0.0723483,-0.0723483,0.0723483,
0.41946,0.258,0.161461,0.0862814,-0.0751791,-0.0751791,0.0751791,
0.516477,0.318583,0.197894,0.105751,-0.0921432,-0.0921432,0.0921432,
0.495965,0.305562,0.190403,0.101747,-0.0886551,-0.0886551,0.0886551,
0.342613,0.209292,0.133321,0.071244,-0.0620767,-0.0620767,0.0620767,
0.0738858,0.0407279,0.0331579,0.0177189,-0.015439,-0.015439,0.015439,
0.066798,0.0369239,0.0298741,0.0159641,-0.0139099,-0.0139099,0.0139099,
0.359359,0.219375,0.139984,0.0748048,-0.0651793,-0.0651793,0.0651793,
0.629983,0.388081,0.241902,0.129268,-0.112634,-0.112634,0.112634,
0.6684,0.411542,0.256858,0.13726,-0.119598,-0.119598,0.119598,
0.940736,0.495773,0.444962,0.22566,-0.0822434,-0.124457,0.219302,
1.55021,0.609609,0.940605,0.469916,0.0932757,-0.131262,0.470689,
2.97929,0.730378,2.24891,1.10767,0.657393,-0.594664,1.14124,
3.08254,0.727441,2.3551,1.1588,0.710223,-0.640448,1.1963,
2.90189,0.702192,2.19969,1.08324,0.649657,-0.594762,1.11646,
3.52748,0.767498,2.75998,1.35584,0.874631,-0.793725,1.40414,
3.94294,0.799204,3.14374,1.55004,0.930364,-0.941306,1.5937,
3.13984,0.724339,2.41551,1.18952,0.726206,-0.69506,1.22599,
1.45241,0.581105,0.871301,0.435736,0.0739662,-0.136308,0.435565,
0.946501,0.491115,0.455386,0.229778,-0.0773827,-0.0773827,0.225608,
0.661602,0.375974,0.285628,0.147363,-0.090517,-0.090517,0.138265,
0.505594,0.30944,0.196154,0.104821,-0.091333,-0.091333,0.091333,
0.237283,0.143299,0.0939841,0.0502233,-0.0437608,-0.0437608,0.0437608,
0.152856,0.0915832,0.061273,0.0327431,-0.0285299,-0.0285299,0.0285299,
0.0213984,0.0125511,0.00884723,0.00472779,-0.00411944,-0.00411944,0.00411944,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.00220413,0,0.00220413,0.00117784,-0.00102628,-0.00102628,0.00102628,
0.208588,0.127551,0.0810369,0.0433045,-0.0377323,-0.0377323,0.0377323,
0.409236,0.252445,0.15679,0.0837858,-0.0730046,-0.0730046,0.0730046,
0.568921,0.351593,0.217328,0.116136,-0.101192,-0.101192,0.101192,
1.19838,0.516399,0.681977,0.341334,0.0231242,-0.0874689,0.340643,
1.38287,0.541546,0.841329,0.420142,0.0858107,-0.10593,0.421187,
1.33957,0.526375,0.813197,0.406266,0.0802903,-0.112869,0.406931,
0.860923,0.409206,0.451717,0.227271,-0.0282472,-0.117723,0.224445,
0.41535,0.253551,0.161799,0.0864622,-0.0753366,-0.0753366,0.0753366,
0.19688,0.117418,0.0794622,0.0424631,-0.0369991,-0.0369991,0.0369991,
0.0146039,0.00765331,0.00695057,0.00371425,-0.00323632,-0.00323632,0.00323632,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.0338437,0.0219019,0.0119418,0.00638146,-0.00556033,-0.00556033,0.00556033,
0.0986627,0.0613413,0.0373215,0.0199439,-0.0173776,-0.0173776,0.0173776,
0.00964338,0.005426,0.00421739,0.00225369,-0.0019637,-0.0019637,0.0019637,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.00624665,0.00624665,0,3.79907e-17,3.79907e-17,3.79907e-17,-3.79907e-17,
0.232842,0.145997,0.0868452,0.0464084,-0.0404368,-0.0404368,0.0404368,
0.217703,0.135702,0.0820016,0.0438201,-0.0381815,-0.0381815,0.0381815,
0.0200062,0.0121206,0.00788559,0.00421391,-0.00367168,-0.00367168,0.00367168,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.12249,0.0804135,0.0420768,0.022485,-0.0195918,-0.0195918,0.0195918,
0.627984,0.393498,0.234486,0.125305,-0.109181,-0.109181,0.109181,
0.97673,0.473613,0.503117,0.251937,-0.0346389,-0.0346389,0.251181,
1.21319,0.536222,0.676967,0.338451,0.0117368,0.0117368,0.338516,
1.74789,0.657747,1.09015,0.542883,0.141403,0.00169251,0.547263,
2.24917,0.700224,1.54895,0.766349,0.338254,-0.165767,0.782599,
1.20474,0.509607,0.695129,0.347457,0.0337657,-0.0395292,0.347672,
0.418837,0.257147,0.16169,0.0864039,-0.0752859,-0.0752859,0.0752859,
0.0998282,0.0591847,0.0406435,0.0217191,-0.0189244,-0.0189244,0.0189244,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.092856,0.0600896,0.0327664,0.0175097,-0.0152567,-0.0152567,0.0152567,
0.590879,0.369527,0.221352,0.118286,-0.103066,-0.103066,0.103066,
1.03592,0.530665,0.505252,0.254084,-0.0681634,-0.0681634,0.251168,
1.65268,0.644391,1.00829,0.502757,0.109093,-0.0228363,0.505535,
3.7349,0.794716,2.94018,1.44078,0.954589,-0.760103,1.4994,
7.30474,1.92956,5.37517,2.42423,1.11584,-1.5289,2.44766,
10.5426,3.64034,6.90228,3.08192,1.01771,-2.08179,3.06691,
9.08253,3.01594,6.06659,2.77932,0.972096,-1.89436,2.76932,
4.96128,1.32069,3.64059,1.78325,0.671396,-1.10281,1.78671,
2.8264,0.670874,2.15552,1.06577,0.582403,-0.611354,1.08976,
2.00128,0.584874,1.4164,0.702377,0.334594,-0.36142,0.714026,
1.14602,0.492504,0.653518,0.327708,0.0173273,-0.129381,0.32581,
0.689959,0.399504,0.290454,0.150936,-0.102253,-0.102253,0.139519,
0.515637,0.314961,0.200676,0.107238,-0.0934387,-0.0934387,0.0934387,
0.297639,0.180175,0.117464,0.0627707,-0.0546936,-0.0546936,0.0546936,
0.155748,0.0923145,0.0634339,0.0338978,-0.029536,-0.029536,0.029536,
0.093262,0.0539856,0.0392764,0.0209886,-0.0182878,-0.0182878,0.0182878,
0.00532825,0.00221627,0.00311198,0.00166298,-0.001449,-0.001449,0.001449,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.447544,0.283406,0.164138,0.0877121,-0.0764257,-0.0764257,0.0764257,
0.470656,0.296169,0.174487,0.0932426,-0.0812446,-0.0812446,0.0812446,
0.612975,0.383741,0.229234,0.122498,-0.106736,-0.106736,0.106736,
1.0108,0.48639,0.524406,0.262494,-0.0310369,-0.0310369,0.261912,
1.87141,0.612759,1.25865,0.624121,0.252119,-0.162814,0.634531,
3.89409,0.789245,3.10485,1.51945,1.03977,-0.825739,1.5854,
9.1952,2.8345,6.3607,2.85052,1.17716,-1.85622,2.86118,
14.0175,5.30867,8.70879,3.81631,1.10811,-2.63585,3.78326,
12.7699,4.83082,7.93913,3.50674,1.01329,-2.42781,3.47571,
6.72112,2.02288,4.69825,2.21931,0.896784,-1.48693,2.22355,
1.63838,0.526367,1.11201,0.553284,0.225885,-0.279681,0.55873,
0.535257,0.321568,0.21369,0.112953,-0.0907235,-0.0907235,0.100737,
0.143228,0.0843351,0.058893,0.0314713,-0.0274217,-0.0274217,0.0274217,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.133376,0.0847045,0.0486718,0.0260093,-0.0226625,-0.0226625,0.0226625,
0.440977,0.277699,0.163277,0.0872523,-0.0760251,-0.0760251,0.0760251,
0.495168,0.309541,0.185627,0.0991957,-0.0864317,-0.0864317,0.0864317,
0.416831,0.259413,0.157418,0.0841212,-0.0732969,-0.0732969,0.0732969,
0.854302,0.428216,0.426086,0.213851,-0.0465875,-0.0465875,0.212235,
1.33938,0.557066,0.782314,0.390762,0.0508802,-0.00273622,0.391552,
1.47843,0.575824,0.902603,0.450096,0.0974884,-0.0343234,0.452508,
0.954586,0.442387,0.512199,0.256365,-0.0160246,-0.0518655,0.255834,
0.337856,0.207434,0.130422,0.069695,-0.060727,-0.060727,0.060727,
0.0318427,0.0181449,0.0136978,0.00731983,-0.00637795,-0.00637795,0.00637795,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.0841146,0.0530288,0.0310858,0.0166117,-0.0144742,-0.0144742,0.0144742,
0.177731,0.109777,0.0679533,0.0363129,-0.0316404,-0.0316404,0.0316404,
0.223409,0.137268,0.0861417,0.0460324,-0.0401092,-0.0401092,0.0401092,
0.258568,0.158546,0.100022,0.0534497,-0.046572,-0.046572,0.046572,
0.167964,0.10164,0.0663237,0.0354421,-0.0308816,-0.0308816,0.0308816,
0.00166616,0.000179821,0.00148634,0.000794272,-0.000692069,-0.000692069,0.000692069,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0.0806769,0.0513873,0.0292896,0.0156518,-0.0136378,-0.0136378,0.0136378,
0.258751,0.161401,0.0973508,0.0520224,-0.0453284,-0.0453284,0.0453284,
0.229326,0.141825,0.0875009,0.0467588,-0.0407421,-0.0407421,0.0407421,
0.0272115,0.0163954,0.0108161,0.0057799,-0.00503617,-0.00503617,0.00503617,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
0,0,0,7.54892e-162,7.54892e-162,7.54892e-162,-7.54892e-162,
