m1,m2,m3,m4,m5,m6,m7
91.898,40.8729,51.0252,22.1718,3.7287,-17.5061,21.7001,
94.0234,42.1038,51.9196,22.4641,3.61824,-17.7204,21.9808,
94.6151,42.6013,52.0138,22.4389,3.49694,-17.6786,21.953,
95.1054,42.9144,52.191,22.4829,3.44943,-17.7007,21.9948,
102.768,46.4545,56.314,24.1647,3.56287,-18.991,23.6369,
107.226,48.5564,58.6695,25.1185,3.59946,-19.7252,24.5672,
110.319,50.1106,60.2086,25.7172,3.57404,-20.1792,25.1498,
110.761,50.399,60.3617,25.764,3.53245,-20.2138,25.1942,
109.753,50.0561,59.6971,25.4629,3.44757,-19.9737,24.8985,
103.283,47.3229,55.9597,23.8596,3.18792,-18.7154,23.3294,
99.5815,45.7254,53.8561,22.9566,3.04405,-17.9992,22.4463,
97.2248,44.5926,52.6322,22.4542,3.00349,-17.6,21.9561,
95.7408,43.7635,51.9773,22.21,3.02109,-17.4017,21.7194,
92.2329,42.1453,50.0877,21.4297,2.93956,-16.7887,20.9573,
86.3926,39.3923,47.0003,20.038,2.71905,-15.6486,19.5985,
85.1446,38.7789,46.3657,19.8094,2.7631,-15.448,19.3787,
77.1591,35.0586,42.1005,18.1003,2.67395,-14.1354,17.7108,
68.3695,30.9475,37.422,16.2015,2.51093,-12.6706,15.8561,
69.3947,31.1863,38.2084,16.5843,2.62026,-12.9642,16.2329,
73.2932,32.7446,40.5486,17.6027,2.81017,-13.7448,17.2319,
70.2068,31.2927,38.9141,16.9311,2.76156,-13.2137,16.5771,
68.1008,30.2757,37.8251,16.4859,2.74366,-12.8612,16.1438,
66.5484,29.4388,37.1096,16.2177,2.79516,-12.653,15.885,
59.9577,26.2072,33.7505,14.8973,2.81247,-11.6471,14.601,
62.2428,27.3257,34.9171,15.3236,2.9249,-12.0389,15.0166,
68.0957,30.0174,38.0783,16.5879,3.05761,-13.0193,16.2514,
70.0824,30.9929,39.0894,16.9609,3.01944,-13.3007,16.6128,
73.6183,32.5604,41.0579,17.787,3.08375,-13.9503,17.4184,
79.2233,35.176,44.0473,19.0089,3.13831,-14.8982,18.6091,
84.1639,37.5224,46.6415,20.0613,3.17181,-15.7126,19.6345,
83.9444,37.7092,46.2352,19.8146,2.98574,-15.4975,19.3889,
82.623,37.1591,45.4639,19.492,2.91493,-15.255,19.0717,
83.0895,37.4883,45.6012,19.5188,2.85893,-15.2647,19.0965,
84.3901,38.287,46.1031,19.667,2.78672,-15.3526,19.24,
86.8896,39.5266,47.363,20.1594,2.79579,-15.7179,19.7207,
88.1782,40.1672,48.0109,20.4151,2.80813,-15.9066,19.9708,
83.2447,38.262,44.9827,19.0487,2.23291,-14.7111,18.6302,
79.2013,36.3202,42.8812,18.2124,2.16906,-14.0789,17.8124,
70.9312,32.6027,38.3286,16.2275,1.70847,-12.4438,15.8712,
62.4674,28.7263,33.7411,14.3661,1.53915,-11.0076,14.0519,
58.1457,26.3888,31.7569,13.6263,1.53583,-10.4376,13.3306,
58.5622,26.4169,32.1452,13.8227,1.62854,-10.5654,13.526,
59.1285,26.6654,32.4631,13.9772,1.75437,-10.6825,13.6805,
55.4389,25.0426,30.3964,13.0878,1.61389,-9.95141,12.8122,
56.3475,25.4115,30.936,13.3208,1.63475,-10.1051,13.0415,
62.407,28.0781,34.3288,14.7524,1.78359,-11.1813,14.4429,
60.3054,27.0767,33.2287,14.321,1.81373,-10.8461,14.0235,
54.4056,24.2008,30.2047,13.1875,2.02328,-10.0533,12.9216,
57.9849,25.9459,32.0391,13.9009,2.15835,-10.7138,13.6144,
68.4607,30.7355,37.7252,16.2255,2.31716,-12.5276,15.8824,
76.8263,34.4324,42.3939,18.1851,2.49485,-14.0465,17.7967,
79.343,35.4695,43.8735,18.8362,2.56766,-14.569,18.4322,
86.3883,38.1167,48.2715,20.8316,3.4465,-16.352,20.3922,
85.7871,38.1154,47.6717,20.5136,3.25145,-16.0898,20.076,
91.3228,40.7495,50.5733,21.6962,3.30976,-17.0077,21.2291,
95.199,42.5481,52.6509,22.56,3.36993,-17.6812,22.0719,
95.9856,42.9647,53.021,22.7138,3.35548,-17.8069,22.2207,
93.5049,41.9572,51.5477,22.086,3.2374,-17.3213,21.6052,
90.8295,40.8046,50.0248,21.4499,3.14072,-16.8317,20.9823,
91.9191,41.2806,50.6385,21.7171,3.18121,-17.0403,21.2437,
86.8144,39.3779,47.4365,20.2619,2.42016,-15.7259,19.8132,
79.0608,35.8302,43.2307,18.5379,2.28365,-14.4152,18.1278,
71.5091,32.4192,39.09,16.7452,1.84512,-12.9158,16.3751,
68.7126,31.2066,37.506,16.109,1.75287,-12.3896,15.7545,
68.3194,30.881,37.4384,16.1033,1.73601,-12.3584,15.7502,
68.847,31.0548,37.7922,16.2504,1.76163,-12.4462,15.8959,
66.9419,30.2164,36.7255,15.8053,1.80452,-12.1111,15.4626,
67.9094,30.6857,37.2237,15.9693,1.74335,-12.1899,15.6237,
69.2425,31.283,37.9595,16.2663,1.76977,-12.403,15.915,
65.7791,29.6885,36.0906,15.4991,1.7369,-11.8167,15.1658,
60.4238,27.1558,33.268,14.363,1.70474,-10.9499,14.0568,
51.8996,22.9829,28.9167,12.7059,1.87008,-9.75447,12.4426,
52.9103,23.4031,29.5072,12.9385,2.04896,-10.015,12.6707,
56.5718,25.1498,31.422,13.669,2.10878,-10.5652,13.385,
57.2008,25.4233,31.7774,13.7939,2.06736,-10.6585,13.5052,
54.8669,24.3568,30.5101,13.2665,2.00024,-10.2559,12.9889,
56.1943,24.7981,31.3962,13.6827,2.3951,-10.7016,13.4019,
57.2987,25.486,31.8127,13.8177,2.3127,-10.8037,13.5299,
59.1451,26.4444,32.7007,14.1787,2.30495,-11.1005,13.8798,
59.8722,26.8081,33.0641,14.3307,2.29588,-11.2236,14.027,
59.3179,26.5674,32.7505,14.2008,2.26657,-11.1239,13.8994,
63.0051,28.3599,34.6452,14.9473,2.29419,-11.6808,14.6283,
71.3764,32.2362,39.1403,16.7838,2.46488,-13.0842,16.4235,
73.8251,33.3579,40.4672,17.3281,2.53261,-13.4997,16.9563,
67.5942,30.8123,36.7819,15.7062,1.96353,-12.1192,15.3654,
66.2668,30.2125,36.0543,15.4,1.93473,-11.8841,15.0661,
61.3281,28.1468,33.1813,14.1276,1.49096,-10.7957,13.8198,
56.6668,26.036,30.6308,13.0868,1.36131,-9.97626,12.8026,
50.4829,23.04,27.4428,11.8046,1.31059,-8.98122,11.5516,
46.2948,20.9549,25.3399,10.9711,1.30479,-8.33237,10.7393,
42.2691,19.0422,23.227,10.1207,1.34107,-7.69168,9.91066,
44.9426,20.075,24.8675,10.8097,1.35313,-8.17266,10.5855,
45.5761,20.2428,25.3334,11.0169,1.38426,-8.30882,10.7898,
41.4489,18.4107,23.0382,10.0447,1.31862,-7.54501,9.84129,
40.4728,17.9441,22.5287,9.86324,1.35671,-7.40906,9.66549,
38.3533,16.7125,21.6408,9.64851,1.63468,-7.32448,9.46193,
42.2661,18.5308,23.7353,10.4907,1.77823,-8.06783,10.2816,
43.9337,19.4153,24.5185,10.7527,1.75465,-8.27999,10.5349,
43.9783,19.4575,24.5208,10.7322,1.73847,-8.26243,10.5144,
47.5681,21.0446,26.5235,11.5659,1.80766,-8.89457,11.3293,
55.1833,24.3101,30.8732,13.4206,2.36488,-10.4466,13.149,
56.8328,25.294,31.5388,13.6238,2.27185,-10.58,13.3443,
59.3213,26.645,32.6763,14.0326,2.22794,-10.8825,13.7412,
65.1749,29.2748,35.9001,15.3726,2.3692,-11.9216,15.0506,
69.8809,31.3537,38.5272,16.478,2.50085,-12.7874,16.1309,
75.9401,34.0377,41.9024,17.9001,2.67417,-13.9028,17.5208,
79.3945,35.6061,43.7884,18.6945,2.76195,-14.5326,18.2964,
82.8403,37.089,45.7513,19.5527,2.90145,-15.225,19.1352,
84.8096,38.3966,46.4131,19.7154,2.33279,-15.1795,19.2858,
87.2688,39.5348,47.734,20.2865,2.38431,-15.6404,19.8426,
92.2332,41.9052,50.328,21.3225,2.15956,-16.3426,20.8527,
91.3146,41.5139,49.8008,21.1507,2.1245,-16.2203,20.6837,
89.9667,40.8353,49.1315,20.9099,2.14284,-16.0488,20.4484,
91.9433,41.6745,50.2688,21.4178,2.23393,-16.4463,20.9456,
93.577,42.4413,51.1357,21.8101,2.36263,-16.7762,21.3297,
92.5745,42.0753,50.4992,21.5177,2.26419,-16.5263,21.0436,
90.4336,41.1232,49.3104,21.0322,2.22502,-16.1589,20.5688,
83.8899,38.2223,45.6676,19.515,2.11333,-15.003,19.0857,
84.1109,38.1441,45.9668,19.6961,2.1958,-15.145,19.2643,
82.0064,36.889,45.1175,19.4889,2.4796,-15.0541,19.0664,
86.139,38.7706,47.3684,20.3864,2.77513,-15.8321,19.945,
95.1384,42.8347,52.3037,22.393,2.90827,-17.3814,21.9042,
101.583,45.8978,55.6849,23.7795,2.94355,-18.4564,23.256,
98.2832,44.577,53.7062,22.9425,2.83277,-17.8361,22.4354,
100.176,45.1939,54.9824,23.578,3.46939,-18.5381,23.0623,
106.184,48.0202,58.1633,24.8776,3.53291,-19.5424,24.3301,
117.688,53.1178,64.57,27.5839,3.86093,-21.665,26.975,
125.551,56.7224,68.8289,29.3575,4.03272,-23.0439,28.7078,
127.803,57.9639,69.8393,29.7419,3.99737,-23.337,29.0813,
133.313,60.4594,72.8538,31.0262,4.15061,-24.3543,30.3358,
135.637,61.5177,74.1196,31.5873,4.22442,-24.8155,30.8831,
138.666,62.9251,75.7408,32.2861,4.31019,-25.3742,31.5654,
134.915,61.9124,73.0025,30.9637,3.31038,-24.103,30.2629,
132.335,60.7709,71.564,30.4024,3.26863,-23.6983,29.7128,
130.339,59.6626,70.6767,29.9025,2.97835,-23.1982,29.2251,
135.769,61.9521,73.8168,31.265,3.14422,-24.2298,30.5591,
130.496,59.5296,70.966,30.1148,3.09275,-23.3577,29.4353,
122.985,56.1404,66.8445,28.4238,2.9894,-22.0695,27.7827,
120.834,55.102,65.7315,28.0125,3.04855,-21.7752,27.3818,
125.215,56.9553,68.26,29.0773,3.0658,-22.5455,28.4237,
118.928,54.0994,64.8287,27.653,2.9311,-21.4378,27.032,
112.465,51.1916,61.2733,26.1681,2.80831,-20.2823,25.5816,
107.318,48.7128,58.6055,25.101,2.77718,-19.4519,24.5409,
93.9526,42.5186,51.4341,22.2239,2.81148,-17.3022,21.7332,
96.6899,43.6613,53.0286,22.8477,3.00675,-17.8239,22.3446,
107.562,48.7286,58.833,25.2124,3.11521,-19.6312,24.6533,
109.773,49.8894,59.8833,25.6113,3.09085,-19.9365,25.0415,
107.171,48.8136,58.3575,24.9582,3.01413,-19.4432,24.402,
112.725,50.8885,61.8368,26.5486,3.8466,-20.8963,25.9643,
115.004,52.1415,62.8628,26.9123,3.76609,-21.1581,26.3169,
119.512,54.3917,65.12,27.7993,3.78733,-21.8362,27.182,
122.119,55.712,66.4069,28.2987,3.77821,-22.2098,27.669,
128.743,58.6611,70.0823,29.8469,3.96349,-23.4168,29.1825,
128.056,58.3851,69.6713,29.6853,3.93501,-23.3035,29.0235,
127.808,58.2719,69.5358,29.649,3.93443,-23.2898,28.9872,
129.774,59.0539,70.7203,30.1893,4.04653,-23.7277,29.5159,
125.296,57.4635,67.8325,28.8548,3.17308,-22.4738,28.2033,
116.767,53.5552,63.2114,26.9768,3.0417,-21.0603,26.3666,
106.473,48.6539,57.8195,24.6258,2.74629,-19.1933,24.07,
99.2204,45.3276,53.8928,22.9922,2.63564,-17.91,22.4759,
94.0459,42.9504,51.0956,21.8379,2.57079,-17.0019,21.35,
85.9087,39.17,46.7387,20.069,2.4721,-15.6348,19.6232,
80.6108,36.6986,43.9122,18.9414,2.45041,-14.7681,18.5235,
76.6022,34.8969,41.7053,18.0092,2.33796,-14.0154,17.6138,
71.5232,32.5516,38.9715,16.8639,2.20205,-13.1056,16.4952,
65.1183,29.5994,35.5189,15.4211,2.06478,-11.9717,15.0863,
56.3206,25.5401,30.7805,13.4532,1.9404,-10.4377,13.1663,
45.6007,20.4649,25.1358,11.1614,1.88188,-8.67058,10.9331,
46.8291,20.8055,26.0235,11.527,2.34571,-9.07163,11.3021,
52.8285,23.5658,29.2626,12.7937,2.47029,-10.0293,12.5401,
57.7021,25.7132,31.9889,13.9002,2.54007,-10.872,13.6197,
58.7479,26.2127,32.5352,14.1054,2.51451,-11.0194,13.8187,
62.9251,28.2773,34.6478,14.9147,2.47782,-11.6179,14.6061,
67.6023,30.5033,37.099,15.8852,2.48912,-12.3489,15.5522,
70.9334,32.1131,38.8203,16.5581,2.47475,-12.8533,16.2077,
75.4097,34.1548,41.2549,17.5576,2.55188,-13.6194,17.184,
80.5074,36.5446,43.9628,18.6558,2.62683,-14.456,18.2569,
88.0125,40.0179,47.9946,20.3103,2.77469,-15.7257,19.8738,
89.1905,40.4999,48.6905,20.6296,2.83135,-15.9924,20.1855,
84.8281,38.3324,46.4957,19.801,2.82742,-15.3979,19.3755,
80.7242,36.2608,44.4634,19.0405,2.8313,-14.8469,18.6328,
79.2573,35.4854,43.7718,18.8092,2.85762,-14.6962,18.4069,
75.8937,34.0261,41.8676,17.9869,2.69158,-14.0288,17.6022,
69.2926,31.1844,38.1082,16.4438,2.47984,-12.8153,16.0934,
65.0409,29.1076,35.9333,15.585,2.41769,-12.154,15.2549,
61.8077,27.4719,34.3357,14.9654,2.42016,-11.6771,14.6519,
58.3678,25.8522,32.5156,14.2168,2.36827,-11.0847,13.9223,
52.4671,23.2324,29.2347,12.8248,2.19655,-9.9806,12.5627,
44.8455,19.8308,25.0147,11.0413,1.98385,-8.57358,10.8208,
39.8197,17.5607,22.259,9.8734,1.86214,-7.64256,9.6817,
37.2704,16.2252,21.0452,9.40154,1.91633,-7.26807,9.22641,
36.6174,15.6853,20.932,9.41296,2.09479,-7.26802,9.2473,
43.4982,18.923,24.5752,10.86,2.27495,-8.43435,10.6584,
51.016,22.4367,28.5792,12.4699,2.38966,-9.68194,12.2277,
54.77,24.1769,30.5932,13.289,2.45494,-10.3233,13.0264,
51.7396,22.8805,28.8591,12.5549,2.35359,-9.76362,12.3077,
57.6831,25.7877,31.8955,13.7452,2.37455,-10.6622,13.4673,
65.5137,29.4399,36.0738,15.439,2.48103,-11.9605,15.1203,
71.0871,32.0409,39.0462,16.6396,2.52405,-12.8808,16.291,
70.8457,31.8111,39.0345,16.6746,2.54702,-12.9369,16.3241,
70.6311,31.5326,39.0985,16.7632,2.60622,-13.0413,16.4104,
71.3903,31.8239,39.5664,16.9824,2.63728,-13.2259,16.6239,
75.5519,33.7537,41.7983,17.9047,2.71805,-13.9366,17.5249,
87.5404,39.0152,48.5252,20.7582,3.11148,-16.1645,20.316,
90.6567,40.9018,49.7549,21.1416,2.48236,-16.2603,20.6814,
91.3237,41.284,50.0397,21.2738,2.49577,-16.3869,20.8092,
92.2434,41.9126,50.3308,21.3241,2.18244,-16.3343,20.8554,
88.1677,40.1533,48.0143,20.3937,2.07507,-15.6317,19.9445,
75.9677,34.7075,41.2602,17.5832,1.8532,-13.4921,17.1967,
68.5194,31.3643,37.1551,15.8803,1.74049,-12.1888,15.5327,
63.2736,28.92,34.3537,14.7598,1.7493,-11.3501,14.4391,
60.6123,27.6594,32.9529,14.1664,1.63343,-10.8468,13.8601,
61.4901,28.0006,33.4895,14.3917,1.65265,-10.9867,14.0824,
63.2431,28.7374,34.5056,14.8247,1.72667,-11.2918,14.5084,
57.0216,25.8308,31.1908,13.4755,1.7011,-10.248,13.1929,
48.4482,21.7229,26.7253,11.7316,1.87336,-8.97444,11.496,
52.4089,23.6003,28.8086,12.5323,2.04682,-9.68237,12.2766,
56.8242,25.7041,31.1201,13.4196,2.08122,-10.374,13.1411,
56.7258,25.723,31.0028,13.3296,2.04617,-10.3019,13.0523,
57.5557,26.1592,31.3964,13.4587,2.02392,-10.39,13.1778,
67.593,30.6316,36.9614,15.7761,2.48193,-12.2543,15.4464,
75.3166,34.2631,41.0535,17.4166,2.53858,-13.4961,17.0471,
81.7075,37.1913,44.5162,18.8404,2.63874,-14.5984,18.437,
86.6836,39.5413,47.1423,19.9021,2.68206,-15.4072,19.4733,
92.4569,42.2851,50.1718,21.1281,2.74482,-16.3406,20.6706,
97.3079,44.4621,52.8458,22.2571,2.86083,-17.2221,21.7737,
100.283,45.7924,54.4905,22.9648,2.93866,-17.7831,22.4647,
101.883,46.5111,55.3722,23.359,2.99529,-18.1032,22.8496,
100.158,46.0836,54.0743,22.7239,2.43127,-17.4641,22.2236,
95.6551,43.9618,51.6933,21.7946,2.37527,-16.7819,21.3139,
81.4492,37.432,44.0172,18.5346,1.85671,-14.2038,18.1258,
69.5093,31.9809,37.5283,15.9052,1.67911,-12.1954,15.5562,
63.2177,28.7965,34.4212,14.703,1.62326,-11.2793,14.3819,
57.0302,25.8324,31.1978,13.4104,1.5697,-10.2779,13.1206,
55.6608,25.171,30.4898,13.1503,1.66116,-10.0767,12.8699,
57.0198,25.739,31.2808,13.4686,1.62914,-10.2611,13.1829,
54.5669,24.6063,29.9606,12.9247,1.58624,-9.81851,12.6529,
50.5286,22.7803,27.7484,12.0075,1.53514,-9.09712,11.7583,
45.9831,20.5833,25.3998,11.0695,1.53954,-8.36297,10.8453,
40.4957,17.8526,22.6431,10.0349,1.77047,-7.62346,9.84349,
47.0237,20.9655,26.0582,11.3745,1.94776,-8.73088,11.1495,
56.8174,25.5855,31.2319,13.4372,2.04964,-10.3194,13.1612,
61.9395,27.9994,33.9401,14.5248,2.10363,-11.1576,14.2222,
62.8051,28.4572,34.3478,14.6806,2.10981,-11.2887,14.3735,
75.0847,33.6116,41.4731,17.7622,2.87598,-13.8249,17.3924,
79.6583,35.6549,44.0034,18.8216,2.95466,-14.6649,18.4252,
80.0271,35.9557,44.0714,18.8281,2.87074,-14.6859,18.4273,
81.5936,36.8416,44.752,19.0746,2.80134,-14.8703,18.6652,
85.3566,38.7132,46.6433,19.8241,2.80269,-15.4377,19.3957,
91.0488,41.2921,49.7567,21.1283,2.93526,-16.452,20.6701,
99.9771,45.2721,54.7051,23.2168,3.18812,-18.0828,22.7118,
106.053,47.9006,58.1525,24.716,3.42056,-19.2793,24.1774,
99.8239,45.5524,54.2715,22.9943,2.61482,-17.7828,22.4853,
92.7027,42.3328,50.3699,21.4167,2.4962,-16.6121,20.9413,
81.3895,37.1189,44.2706,18.8215,2.02317,-14.5306,18.4033,
73.3408,33.4621,39.8787,17.0595,1.89896,-13.1717,16.6822,
67.3753,30.5459,36.8293,15.8528,1.80551,-12.2384,15.5033,
59.3927,26.7533,32.6393,14.1558,1.68086,-10.9211,13.8462,
50.4703,22.6675,27.8027,12.1622,1.58931,-9.38453,11.9005,
43.9322,19.6902,24.242,10.6376,1.3747,-8.1419,10.4123,
41.7809,18.6362,23.1447,10.1697,1.33069,-7.73285,9.95791,
39.1906,17.4033,21.7873,9.59604,1.31441,-7.24792,9.40107,
35.8711,15.7411,20.13,8.93091,1.34631,-6.70568,8.75617,
29.9879,12.8338,17.1541,7.79208,1.57169,-5.87873,7.65496,
31.4453,13.6719,17.7734,7.96095,1.62278,-6.08473,7.81694,
39.1717,17.3853,21.7864,9.52834,1.66585,-7.28986,9.34279,
42.9263,19.1375,23.7889,10.3278,1.69379,-7.90165,10.122,
43.1475,19.2204,23.9271,10.3885,1.69025,-7.95708,10.1805,
51.09,22.6057,28.4844,12.3419,2.19711,-9.57806,12.0949,
57.2014,25.4538,31.7476,13.6693,2.28026,-10.6002,13.3898,
60.1318,26.9188,33.213,14.246,2.29514,-11.0483,13.9514,
62.582,28.1598,34.4222,14.7137,2.29503,-11.4007,14.4072,
65.7251,29.6523,36.0728,15.3813,2.33474,-11.9127,15.0587,
69.6556,31.3954,38.2603,16.3023,2.44122,-12.6331,15.9588,
72.4212,32.6265,39.7947,16.9492,2.50847,-13.1425,16.5905,
72.6245,32.7661,39.8584,16.9736,2.49629,-13.166,16.6135,
71.2928,32.4446,38.8482,16.467,2.02209,-12.6457,16.1124,
67.095,30.3782,36.7169,15.6434,1.98154,-12.042,15.3066,
55.6589,25.2511,30.4077,13.0089,1.43731,-9.94454,12.727,
47.7709,21.4994,26.2715,11.3561,1.29563,-8.66578,11.1121,
38.7123,17.214,21.4983,9.413,1.20529,-7.15428,9.21633,
35.342,15.6391,19.7029,8.66775,1.19496,-6.54554,8.49198,
25.0453,10.8025,14.2428,6.46209,1.15547,-4.86539,6.34213,
20.0845,8.4694,11.6151,5.35353,1.06624,-3.9646,5.2631,
17.4521,7.23354,10.2186,4.75729,1.06134,-3.47485,4.68558,
15.1302,6.1242,9.00604,4.24754,1.07108,-3.05729,4.19323,
13.6666,5.4265,8.2401,3.91483,1.07945,-2.76418,3.87369,
9.88389,3.567,6.31689,3.16208,1.18959,-2.21308,3.15482,
14.6367,5.8572,8.7795,4.1404,1.29563,-3.03622,4.1014,
21.3834,9.10703,12.2764,5.50993,1.27001,-4.09806,5.42481,
22.3008,9.59122,12.7096,5.65705,1.22043,-4.22572,5.56405,
21.6317,9.2413,12.3904,5.5325,1.19877,-4.14322,5.4412,
25.7316,11.0095,14.7221,6.51919,1.45444,-4.97435,6.40828,
30.4953,13.2969,17.1984,7.49713,1.46555,-5.71224,7.35956,
35.6735,15.7237,19.9499,8.61147,1.5377,-6.57007,8.44628,
39.8236,17.6329,22.1907,9.53001,1.61103,-7.27581,9.34306,
42.1376,18.7567,23.3809,10.0048,1.62853,-7.63695,9.80604,
43.51,19.3918,24.1182,10.3123,1.65534,-7.87768,10.1062,
44.5351,19.8783,24.6568,10.535,1.67239,-8.05103,10.3235,
45.9286,20.4867,25.442,10.8749,1.73049,-8.31927,10.6563,
44.9223,20.1614,24.7609,10.5502,1.42279,-7.97658,10.3346,
44.2299,19.8,24.4299,10.4353,1.4312,-7.89896,10.2223,
36.3632,16.2212,20.142,8.62904,0.997808,-6.41369,8.45428,
31.3443,13.8616,17.4828,7.55822,0.988949,-5.55531,7.41229,
29.6485,12.9781,16.6704,7.2537,1.0476,-5.30504,7.1185,
27.6437,12.0027,15.6411,6.85425,1.08946,-4.99043,6.73147,
26.738,11.5443,15.1937,6.7102,1.19856,-4.90046,6.59455,
24.1159,10.3517,13.7642,6.10009,1.10624,-4.40024,5.99885,
21.4311,9.11209,12.319,5.50844,1.09589,-3.94926,5.42287,
18.9095,7.94629,10.9632,4.95127,1.07598,-3.52262,4.88049,
15.369,6.27192,9.09713,4.1951,1.06314,-2.94085,4.14622,
9.98916,3.65134,6.33782,3.13734,1.15067,-2.17426,3.12868,
14.514,5.80543,8.70858,4.06997,1.25703,-2.96972,4.03125,
20.0734,8.49336,11.58,5.19359,1.216,-3.84699,5.11535,
24.1966,10.4398,13.7568,6.0637,1.21463,-4.5187,5.95993,
25.4602,10.9841,14.4762,6.36898,1.22857,-4.7635,6.2567,
30.1674,13.0028,17.1645,7.52026,1.54133,-5.73868,7.3852,
34.5738,15.1103,19.4635,8.43956,1.56176,-6.44395,8.27979,
37.1503,16.3728,20.7775,8.96766,1.58664,-6.86374,8.79366,
39.0044,17.2436,21.7607,9.36941,1.60616,-7.17555,9.18517,
42.9156,19.062,23.8535,10.2266,1.67676,-7.83381,10.0223,
44.8411,19.96,24.8811,10.6519,1.71443,-8.164,10.4376,
45.255,20.1491,25.1059,10.7537,1.72971,-8.24905,10.5369,
44.6018,19.8177,24.7841,10.6413,1.74554,-8.17216,10.4274,
40.1543,17.9427,22.2115,9.53247,1.35867,-7.22906,9.33884,
38,16.9559,21.0441,9.11449,1.38414,-6.96443,8.92922,
36.145,16.1087,20.0363,8.74191,1.18724,-6.64512,8.5614,
34.765,15.3593,19.4058,8.52259,1.22526,-6.43223,8.35171,
31.5868,13.7602,17.8266,7.90545,1.24606,-5.93931,7.7526,
35.357,15.4417,19.9153,8.76456,1.36283,-6.56816,8.59538,
37.3023,16.2783,21.024,9.24539,1.49838,-6.94135,9.06851,
35.7571,15.5752,20.1819,8.89557,1.48584,-6.6657,8.72793,
35.8665,15.6216,20.2449,8.91907,1.49289,-6.67433,8.75165,
33.1487,14.3552,18.7935,8.32795,1.46759,-6.22015,8.17541,
30.8252,13.2185,17.6067,7.86129,1.48975,-5.86122,7.72256,
26.2078,10.9154,15.2924,6.97336,1.56512,-5.19553,6.86276,
35.6766,15.0386,20.638,9.22051,2.13639,-7.11633,9.06309,
41.7342,18.0287,23.7055,10.4261,2.13508,-8.08148,10.2311,
43.1378,18.8065,24.3314,10.6496,2.08965,-8.26726,10.4452,
44.5748,19.4707,25.1041,10.9763,2.11743,-8.53296,10.7631,
49.5763,21.873,27.7032,12.0169,2.14643,-9.33184,11.7763,
54.3717,24.1665,30.2053,13.0223,2.18343,-10.105,12.7561,
57.0245,25.5571,31.4674,13.494,2.14149,-10.4572,13.2141,
59.5068,26.7481,32.7586,14.0148,2.17502,-10.8579,13.7225,
62.8307,28.2162,34.6145,14.7999,2.28143,-11.4731,14.4902,
65.3301,29.3856,35.9445,15.3465,2.32861,-11.8964,15.0239,
66.4178,29.902,36.5158,15.5836,2.347,-12.0837,15.2552,
66.2204,29.8358,36.3846,15.5292,2.33795,-12.0439,15.2018,
63.3869,28.4897,34.8972,14.9346,2.29064,-11.5898,14.6208,
60.3978,27.0552,33.3426,14.315,2.24579,-11.1272,14.0151,
52.8928,23.7894,29.1034,12.5577,1.8808,-9.74448,12.2923,
47.6009,21.2487,26.3522,11.4453,1.79841,-8.85705,11.208,
46.1294,20.3912,25.7382,11.2298,1.92072,-8.67751,11.0041,
47.1468,20.7232,26.4236,11.5531,2.07903,-8.91883,11.3258,
46.3434,20.2761,26.0674,11.4401,2.14272,-8.82607,11.2191,
42.328,18.5014,23.8266,10.5028,2.03076,-8.08578,10.3039,
38.7825,16.9144,21.8681,9.68226,1.93172,-7.43824,9.50273,
35.1402,15.2261,19.9141,8.87822,1.87406,-6.81041,8.71936,
32.3684,13.8279,18.5404,8.34229,1.92173,-6.39889,8.20167,
26.929,11.1163,15.8127,7.27501,1.99345,-5.58944,7.17124,
29.9638,12.6498,17.3139,7.82391,2.00207,-6.06746,7.69975,
35.9455,15.4854,20.4601,9.07345,2.0291,-7.05794,8.91108,
38.0799,16.517,21.5629,9.5034,2.01352,-7.40174,9.32684,
35.5882,15.4384,20.1497,8.90406,1.90525,-6.94283,8.73911,
39.8598,17.4921,22.3677,9.78107,1.90316,-7.60618,9.59171,
45.2022,20.0057,25.1965,10.9187,1.94641,-8.47192,10.7004,
48.83,21.7466,27.0835,11.6639,1.93862,-9.03118,11.426,
50.0571,22.3264,27.7307,11.9267,1.94393,-9.23323,11.682,
50.0052,22.3389,27.6662,11.8918,1.91915,-9.20311,11.6472,
49.3186,22.0682,27.2504,11.7089,1.87993,-9.05621,11.4681,
51.0376,22.7986,28.239,12.1324,1.94335,-9.38486,11.8826,
52.6032,23.4494,29.1538,12.5317,2.02268,-9.69644,12.2741,
49.3097,22.1799,27.1299,11.6206,1.59163,-8.87854,11.3783,
41.7838,18.7254,23.0583,9.94784,1.47314,-7.60789,9.74384,
33.1219,14.7755,18.3464,7.95864,0.944418,-5.97825,7.79439,
26.8568,11.7841,15.0727,6.6263,0.915198,-4.90548,6.49786,
21.4788,9.17033,12.3085,5.51522,0.976667,-4.04066,5.41905,
16.0204,6.55248,9.46792,4.37924,1.0307,-3.17242,4.31773,
11.0864,4.22841,6.858,3.32324,1.03967,-2.36194,3.2962,
7.70077,2.57796,5.12282,2.55716,1.0256,-1.76773,2.5584,
4.97692,1.18391,3.79301,1.881,1.00014,-1.24379,1.91201,
3.7788,0.800317,2.97848,1.46327,0.961299,-0.917671,1.51521,
3.31073,0.762579,2.54816,1.25483,0.776203,-0.764361,1.29333,
2.72579,0.724014,2.00178,0.990276,0.535939,-0.577195,1.0115,
